#	Pvm	Kello	Ottelu	Tulos	JA/VL	Lisätiedot	Yleisöä
298.		18:30	Ilves - Lukko	1-3		Maalit | Kokoonpanot | Seuranta	4990
299.		18:30	KalPa - HPK	2-1		Maalit | Kokoonpanot | Seuranta	3962
300.		18:30	Kärpät - TPS	3-4		Maalit | Kokoonpanot | Seuranta	5229
301.	Pe 05.02.	18:30	JYP - KalPa	5-2		Maalit | Kokoonpanot | Seuranta	4618
302.		18:30	Pelicans - Tappara	5-4		Maalit | Kokoonpanot | Seuranta	4203
303.		18:30	SaiPa - Jokerit	4-2		Maalit | Kokoonpanot | Seuranta	4072
304.	La 06.02.	18:30	HPK - HIFK	4-2		Maalit | Kokoonpanot | Seuranta	3931
305.		17:00	Kärpät - Blues	1-3		Maalit | Kokoonpanot | Seuranta	5310
306.		17:00	Tappara - SaiPa	2-3	JA	Maalit | Kokoonpanot | Seuranta	4496
307.		17:00	TPS - Ilves	2-5		Maalit | Kokoonpanot | Seuranta	5884
308.		17:00	Ässät - Lukko	2-1	VL	Maalit | Kokoonpanot | Seuranta	6227
309.	Ti 09.02.	18:30	HIFK - Blues	3-2		Maalit | Kokoonpanot | Seuranta	5542
310.		18:30	JYP - Tappara	6-3		Maalit | Kokoonpanot | Seuranta	3565
311.		18:30	KalPa - TPS	2-4		Maalit | Kokoonpanot | Seuranta	4006
312.		18:30	Lukko - Jokerit	3-2		Maalit | Kokoonpanot | Seuranta	3645
313.		18:30	Pelicans - Ässät	3-7		Maalit | Kokoonpanot | Seuranta	3502
314.		18:30	SaiPa - HPK	2-6		Maalit | Kokoonpanot | Seuranta	3133
315.	Ke 10.02.	18:30	Ilves - Kärpät	4-2		Maalit | Kokoonpanot | Seuranta	4774
316.	To 11.02.	18:30	HPK - Kärpät	3-4		Maalit | Kokoonpanot | Seuranta	3689
317.		18:30	Jokerit - HIFK	2-4		Maalit | Kokoonpanot | Seuranta	13426
318.		18:30	SaiPa - JYP	4-1		Maalit | Kokoonpanot | Seuranta	2861
319.		18:30	TPS - Pelicans	0-4		Maalit | Kokoonpanot | Seuranta	4259
320.	Pe 12.02.	18:30	Tappara - KalPa	3-4		Maalit | Kokoonpanot | Seuranta	5820
321.		18:30	Ässät - Ilves	1-2		Maalit | Kokoonpanot | Seuranta	4616
322.	La 13.02.	17:00	HIFK - Ässät	3-1		Maalit | Kokoonpanot | Seuranta	7233
323.		17:00	Ilves - SaiPa	1-4		Maalit | Kokoonpanot | Seuranta	5224
324.		18:30	JYP - TPS	5-2		Maalit | Kokoonpanot | Seuranta	3881
325.		17:00	Kärpät - Jokerit	3-5		Maalit | Kokoonpanot | Seuranta	6343
326.		17:00	Lukko - Pelicans	2-1	JA	Maalit | Kokoonpanot | Seuranta	4304
327.	Ti 16.02.	18:30	HPK - Ilves	3-2		Maalit | Kokoonpanot | Seuranta	3841
328.		18:30	Jokerit - Blues	1-3		Maalit | Kokoonpanot | Seuranta	9312
329.		18:30	JYP - Kärpät	1-0		Maalit | Kokoonpanot | Seuranta	3838
330.		18:30	Pelicans - KalPa	1-2		Maalit | Kokoonpanot | Seuranta	3452
331.		18:30	Tappara - HIFK	1-5		Maalit | Kokoonpanot | Seuranta	5195
332.		18:30	TPS - Lukko	1-5		Maalit | Kokoonpanot | Seuranta	5617
333.	To 18.02.	18:30	Blues - JYP	3-4		Maalit | Kokoonpanot | Seuranta	4418
334.		18:30	HIFK - Pelicans	4-2		Maalit | Kokoonpanot | Seuranta	5053
335.		18:30	Ilves - Jokerit	1-4		Maalit | Kokoonpanot | Seuranta	4717
336.		18:30	KalPa - SaiPa	5-3		Maalit | Kokoonpanot | Seuranta	3538
337.		18:30	Kärpät - Tappara	4-2		Maalit | Kokoonpanot | Seuranta	4965
338.	Pe 19.02.	18:30	JYP - Lukko	4-2		Maalit | Kokoonpanot | Seuranta	4020
339.		18:30	Ässät - TPS	0-1		Maalit | Kokoonpanot | Seuranta	4889
340.	La 20.02.	18:30	Kärpät - KalPa	3-2	VL	Maalit | Kokoonpanot | Seuranta	5550
341.		17:00	Pelicans - Ilves	4-1		Maalit | Kokoonpanot | Seuranta	3865
342.		17:00	SaiPa - HIFK	5-2		Maalit | Kokoonpanot | Seuranta	4121
343.		17:00	Tappara - HPK	3-4		Maalit | Kokoonpanot | Seuranta	4658
344.		17:00	TPS - Blues	4-3		Maalit | Kokoonpanot | Seuranta	5038
345.	Ti 02.03.	18:30	Blues - Pelicans	2-4		Maalit | Kokoonpanot | Seuranta	4048
346.		18:30	HIFK - TPS	3-2		Maalit | Kokoonpanot | Seuranta	5940
347.		18:30	HPK - Jokerit	4-3		Maalit | Kokoonpanot | Seuranta	3692
348.		18:30	Ilves - JYP	1-3		Maalit | Kokoonpanot | Seuranta	4575
349.		18:30	KalPa - Lukko	3-2	JA	Maalit | Kokoonpanot | Seuranta	4380
350.		18:30	Kärpät - SaiPa	1-2		Maalit | Kokoonpanot | Seuranta	5288
351.		18:30	Ässät - Tappara	1-4		Maalit | Kokoonpanot | Seuranta	3984
352.	To 04.03.	18:30	Jokerit - Tappara	3-4		Maalit | Kokoonpanot | Seuranta	9212
353.		18:30	JYP - KalPa	2-1		Maalit | Kokoonpanot | Seuranta	4618
354.		18:30	Pelicans - Kärpät	2-5		Maalit | Kokoonpanot | Seuranta	4103
355.		18:30	SaiPa - Blues	2-3	JA	Maalit | Kokoonpanot | Seuranta	3663
356.	Pe 05.03.	18:30	Blues - Kärpät	3-1		Maalit | Kokoonpanot | Seuranta	5271
357.		18:30	Ilves - HIFK	1-4		Maalit | Kokoonpanot | Seuranta	4540
358.		18:30	Lukko - Ässät	5-4	VL	Maalit | Kokoonpanot | Seuranta	5400
359.		18:30	TPS - HPK	1-2		Maalit | Kokoonpanot | Seuranta	5030
360.	La 06.03.	18:30	HIFK - Lukko	3-2		Maalit | Kokoonpanot | Seuranta	7243
361.		17:00	HPK - JYP	2-3		Maalit | Kokoonpanot | Seuranta	4055
362.		17:00	Jokerit - SaiPa	2-3		Maalit | Kokoonpanot | Seuranta	8044
363.		17:00	KalPa - Ilves	5-3		Maalit | Kokoonpanot | Seuranta	4383
364.		17:00	Tappara - TPS	2-3		Maalit | Kokoonpanot | Seuranta	6235
365.		17:00	Ässät - Pelicans	5-3		Maalit | Kokoonpanot | Seuranta	6484
366.	Ti 09.03.	18:30	Ilves - Ässät	7-1		Maalit | Kokoonpanot | Seuranta	4284
367.		18:30	KalPa - HIFK	4-2		Maalit | Kokoonpanot | Seuranta	4519
368.		18:30	Kärpät - HPK	0-4		Maalit | Kokoonpanot | Seuranta	5593
369.		18:30	Lukko - Blues	0-3		Maalit | Kokoonpanot | Seuranta	4281
370.		18:30	Pelicans - Jokerit	3-4		Maalit | Kokoonpanot | Seuranta	3827
371.		18:30	SaiPa - Tappara	1-2		Maalit | Kokoonpanot | Seuranta	3609
372.		18:30	TPS - JYP	2-0		Maalit | Kokoonpanot | Seuranta	4677
373.	To 11.03.	18:30	Jokerit - TPS	2-1		Maalit | Kokoonpanot | Seuranta	7613
374.		18:30	JYP - SaiPa	7-4		Maalit | Kokoonpanot | Seuranta	3963
375.		18:30	Tappara - Pelicans	3-5		Maalit | Kokoonpanot | Seuranta	4903
376.		18:30	Ässät - KalPa	0-1		Maalit | Kokoonpanot | Seuranta	2924
377.	Pe 12.03.	18:30	HPK - Lukko	4-3		Maalit | Kokoonpanot | Seuranta	3864
378.	La 13.03.	17:00	HIFK - HPK	4-1		Maalit | Kokoonpanot | Seuranta	7010
379.		17:00	Ilves - TPS	1-3		Maalit | Kokoonpanot | Seuranta	4849
380.		18:30	JYP - Jokerit	6-1		Maalit | Kokoonpanot | Seuranta	4411
381.		17:00	KalPa - Blues	2-3		Maalit | Kokoonpanot | Seuranta	4928
382.		17:00	Kärpät - Ässät	2-3		Maalit | Kokoonpanot | Seuranta	5646
383.		17:00	Lukko - Tappara	2-6		Maalit | Kokoonpanot | Seuranta	4639
384.		17:00	SaiPa - Pelicans	4-3	VL	Maalit | Kokoonpanot | Seuranta	4387
385.	Ti 16.03.	18:30	Blues - HIFK	1-3		Maalit | Kokoonpanot | Seuranta	6091
386.		18:30	HPK - KalPa	1-5		Maalit | Kokoonpanot | Seuranta	3412
387.		18:30	Jokerit - Lukko	1-2		Maalit | Kokoonpanot | Seuranta	7653
388.		18:30	Pelicans - JYP	1-3		Maalit | Kokoonpanot | Seuranta	3484
389.		18:30	Tappara - Ilves	4-3	JA	Maalit | Kokoonpanot | Seuranta	6692
390.		18:30	TPS - Kärpät	1-2	JA	Maalit | Kokoonpanot | Seuranta	6170
391.		18:30	Ässät - SaiPa	3-5		Maalit | Kokoonpanot | Seuranta	4007
392.	To 18.03.	18:30	Blues - Jokerit	3-1		Maalit | Kokoonpanot | Seuranta	6071
393.		18:30	HIFK - Kärpät	6-0		Maalit | Kokoonpanot | Seuranta	7114
394.		18:30	Ilves - HPK	2-4		Maalit | Kokoonpanot | Seuranta	4155
395.		18:30	JYP - Ässät	2-0		Maalit | Kokoonpanot | Seuranta	4168
396.		18:30	KalPa - Tappara	3-4		Maalit | Kokoonpanot | Seuranta	4989
397.		18:30	Lukko - SaiPa	7-3		Maalit | Kokoonpanot | Seuranta	4036
398.		18:30	Pelicans - TPS	0-3		Maalit | Kokoonpanot | Seuranta	3548
399.	La 20.03.	17:00	HPK - Pelicans	4-5	VL	Maalit | Kokoonpanot | Seuranta	3527
400.		17:00	Jokerit - KalPa	3-2		Maalit | Kokoonpanot | Seuranta	10045
401.		17:00	Kärpät - Lukko	4-2		Maalit | Kokoonpanot | Seuranta	6333
402.		17:00	SaiPa - Ilves	1-5		Maalit | Kokoonpanot | Seuranta	4825
403.		17:00	Tappara - JYP	4-3	JA	Maalit | Kokoonpanot | Seuranta	7511
404.		17:00	TPS - HIFK	3-2		Maalit | Kokoonpanot | Seuranta	8082
405.		17:00	Ässät - Blues	2-4		Maalit | Kokoonpanot | Seuranta	3522
